ID;SIREN;Organisation_name;Type_of_org;zip_code;City;Department_code;Department_name;Region
806;438348351;TENNIS CLUB DE VOREY;Associations;43800;VOREY;43;HAUTE LOIRE;AUVERGNE RHONE ALPES
807;441705308;ASS POUR RECHERCHE EN ECRITURE SPECTACLE;Associations;13001;MARSEILLE 1;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
808;451738918;ASSOCIATION VIF;Associations;38390;LA BALME-LES-GROTTES;38;ISERE;AUVERGNE RHONE ALPES
809;484283536;LES ORIENTS MUSICAUX;Associations;13007;MARSEILLE 7;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
810;491702338;BELLEGARDE ENFANCE JEUNESSE;Associations;13100;AIX-EN-PROVENCE;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
811;500085014;ASS SPORTIVE DU COLLEGE MASSENET;Associations;13014;MARSEILLE 14;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
812;510961717;CULTIVATION EXPRESSIVE;Associations;38470;VINAY;38;ISERE;AUVERGNE RHONE ALPES
813;527771075;EGLISE EVANGELIQUE DE PENTECOTE;Associations;83340;LE LUC;83;VAR;PROVENCE ALPES COTE D AZUR
814;752936633;FETE LE MUR  MARSEILLE;Associations;13005;MARSEILLE 5;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
815;779500859;ASSOCIATION NATIONALE HECTOR BERLIOZ;Associations;38260;LA COTE-SAINT-ANDRE;38;ISERE;AUVERGNE RHONE ALPES
816;800300683;CHRONIQUES SINGULIERES;Associations;38000;GRENOBLE;38;ISERE;AUVERGNE RHONE ALPES
817;306316431;AMICAL SAPEURS POMPIERS CEMBOI;Associations;70500;CEMBOING;70;HAUTE SAONE;BOURGOGNE FRANCHE COMTE
818;330698077;ASSOCIATION LOISIRS ET CULTURE;Associations;89340;VILLENEUVE-LA-GUYARD;89;YONNE;BOURGOGNE FRANCHE COMTE
819;384378733;OFF MUNICIPAL D ANIMATIONS ET FETES;Associations;83270;SAINT-CYR-SUR-MER;83;VAR;PROVENCE ALPES COTE D AZUR
820;401418405;LES ATELIERS D'ORSOLE;Associations;26240;SAINT-VALLIER;26;DROME;AUVERGNE RHONE ALPES
821;419082532;FORMATION ASSISTANCE SECURITE ANIMATION;Associations;69100;VILLEURBANNE;69;RHONE;AUVERGNE RHONE ALPES
822;438348716;ASS TEAM TCHOUBAKLIAN RACING;Associations;83150;BANDOL;83;VAR;PROVENCE ALPES COTE D AZUR
823;441706074;BRASIL SHOW;Associations;83000;TOULON;83;VAR;PROVENCE ALPES COTE D AZUR
824;451739379;MUSI K DANSE;Associations;73000;CHAMBERY;73;SAVOIE;AUVERGNE RHONE ALPES
825;484283635;EQUIEVASION;Associations;42152;L'HORME;42;LOIRE;AUVERGNE RHONE ALPES
826;491702650;CS INGENIERIE;Associations;84000;AVIGNON;84;VAUCLUSE;PROVENCE ALPES COTE D AZUR
827;500085147;EMMAUS VETEMENTS BOURGOIN JALLIEU;Associations;38300;BOURGOIN-JALLIEU;38;ISERE;AUVERGNE RHONE ALPES
828;510961931;ASSOCIATION AIT IKTEL INTERNATIONAL;Associations;13005;MARSEILLE 5;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
829;527771208;ASS SPORTIVE COLLEGE JEAN ROSTAND;Associations;58260;LA MACHINE;58;NIEVRE;BOURGOGNE FRANCHE COMTE
830;752936740;BARATTOLO;Associations;84440;ROBION;84;VAUCLUSE;PROVENCE ALPES COTE D AZUR
831;779501139;ASSOCIATION COMMUNALE DE CHASSE AGREEE DE SAINT HUBERT DE COUBLEVIE;Associations;38500;COUBLEVIE;38;ISERE;AUVERGNE RHONE ALPES
832;800300782;CLUB CARPISTE 42 ANDREZIEUX;Associations;42160;ANDREZIEUX-BOUTHEON;42;LOIRE;AUVERGNE RHONE ALPES
833;306316498;COMITE DES FETES DE FONDREMAND;Associations;70190;FONDREMAND;70;HAUTE SAONE;BOURGOGNE FRANCHE COMTE
834;330703927;FAUCIGNY GLIERES TOURISME;Associations;74130;BONNEVILLE;74;HAUTE SAVOIE;AUVERGNE RHONE ALPES
835;384378741;ASSOCIATION VERS LES ARTS;Associations;13200;ARLES;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
836;401418785;ASS GOLF POUR TOUS;Associations;26120;MONTMEYRAN;26;DROME;AUVERGNE RHONE ALPES
837;419083456;RENOVATION DU PATRIMOINE MOBILIER;Associations;26740;LA COUCOURDE;26;DROME;AUVERGNE RHONE ALPES
838;438348864;AU PAYS DE LA BETE DU GEVAUDAN;Associations;43300;AUVERS;43;HAUTE LOIRE;AUVERGNE RHONE ALPES
839;441706876;ASSOCIATION SPORTIVE AUTOMOBILE MORVAN;Associations;71400;AUTUN;71;SAONE ET LOIRE;BOURGOGNE FRANCHE COMTE
840;451739387;MUSEE DE L'EPOUVANTAIL;Associations;89800;LICHERES-PRES-AIGREMONT;89;YONNE;BOURGOGNE FRANCHE COMTE
841;484283718;BRIDGE LYON ARMEES;Associations;69007;LYON 7EME;69;RHONE;AUVERGNE RHONE ALPES
842;491702965;ENSEMBLE POUR LES JEUNES DU 13 (E.J.13);Associations;13090;AIX-EN-PROVENCE;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
843;500085212;ASSOCIATION ZOODO DE SOLIDARITE INTERNATIONALE;Associations;71100;CHALON-SUR-SAONE;71;SAONE ET LOIRE;BOURGOGNE FRANCHE COMTE
844;514784024;PRONOSOL;Associations;38100;GRENOBLE;38;ISERE;AUVERGNE RHONE ALPES
845;527771919;DON DU SANG LA POSTE FRANCE TELECOM;Associations;69002;LYON 2EME;69;RHONE;AUVERGNE RHONE ALPES
846;752936799;PSY & DECLIC;Associations;13009;MARSEILLE 9;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
847;779501717;LA DAUPHINOISE DE COUBLEVIE;Associations;38500;COUBLEVIE;38;ISERE;AUVERGNE RHONE ALPES
848;800300931;MAISON DES LYCEENS LYCEE DU CASTEL DE DIJON;Associations;21000;DIJON;21;COTE D OR;BOURGOGNE FRANCHE COMTE
849;306316654;PECHE DE SERVANT;Associations;63560;SERVANT;63;PUY DE DOME;AUVERGNE RHONE ALPES
850;330704594;ATHLETIC-CLUB-CHALONNAIS;Associations;71100;CHALON-SUR-SAONE;71;SAONE ET LOIRE;BOURGOGNE FRANCHE COMTE
851;384379020;CENT ETUDES ET RECHERCHE POUR COLL LOCAL;Associations;83000;TOULON;83;VAR;PROVENCE ALPES COTE D AZUR
852;401419056;FIBOIS 07.26;Associations;26000;VALENCE;26;DROME;AUVERGNE RHONE ALPES
853;419084280;COMPAGNIE DU CREPUSCULE;Associations;26200;ANCONE;26;DROME;AUVERGNE RHONE ALPES
854;438348914;UNION FAMILIALE MITSOUDJEENS EN FRANCE;Associations;13014;MARSEILLE 14;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
855;441706884;ETUDE INFORMATIONS SUGGESTIONS;Associations;83200;TOULON;83;VAR;PROVENCE ALPES COTE D AZUR
856;451739866;FED CHORALES A COEUR JOIE DE PROVENCE;Associations;13090;AIX-EN-PROVENCE;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
857;484283825;JEUNE CHAMBRE ECONOMIQIE PAYS D ORANGE;Associations;84100;UCHAUX;84;VAUCLUSE;PROVENCE ALPES COTE D AZUR
858;498494962;AMICALE DU PERSONNEL COMMUNAL DE THYEZ;Associations;74300;THYEZ;74;HAUTE SAVOIE;AUVERGNE RHONE ALPES
859;500085360;ETRE EN DEVENIR;Associations;69140;RILLIEUX-LA-PAPE;69;RHONE;AUVERGNE RHONE ALPES
860;514785187;ASSOCIATION SYNDICALE DU CLOS DES ESSARTS;Associations;69400;PORTE DES PIERRES DOREES;69;RHONE;AUVERGNE RHONE ALPES
861;527772370;BATTERIE FANFARE LA TENCOISE LIZIEUX MEZENC;Associations;43190;TENCE;43;HAUTE LOIRE;AUVERGNE RHONE ALPES
862;752936864;PEYPIN JUDO;Associations;13124;PEYPIN;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
863;779501725;COUBLEVIE HAND BALL CLUB;Associations;38500;COUBLEVIE;38;ISERE;AUVERGNE RHONE ALPES
864;800301103;BUREAU MONTAGNE DES ARVES-TREKS ET SEJOURS;Associations;73530;SAINT JEAN D'ARVES;73;SAVOIE;AUVERGNE RHONE ALPES
865;306316662;ASS COM DE CHASSE DE NOROY LE BOURG;Associations;70000;NOROY-LE-BOURG;70;HAUTE SAONE;BOURGOGNE FRANCHE COMTE
866;330705690;OFFICE DU TOURISME SYNDICAT D'INITIATIVE;Associations;38880;AUTRANS-MEAUDRE EN VERCORS;38;ISERE;AUVERGNE RHONE ALPES
867;384379046;ASSOCIATION ACTIV-FOS MAISON DE LA MER;Associations;13270;FOS-SUR-MER;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
868;401419916;COMITE DEPARTEMENTAL SPELEOLOGIE DOUBS;Associations;25480;MISEREY-SALINES;25;DOUBS;BOURGOGNE FRANCHE COMTE
869;419084579;LA PLANETE DES ARTISTES;Associations;70150;CHAMBORNAY-LES-PIN;70;HAUTE SAONE;BOURGOGNE FRANCHE COMTE
870;438349102;"SOCIETE COMMUNALE DE CHASSE ""LA DIANE FRAXINOISE""";Associations;83680;LA GARDE-FREINET;83;VAR;PROVENCE ALPES COTE D AZUR
871;441707692;MADEMOISELLE MARS;Associations;84000;AVIGNON;84;VAUCLUSE;PROVENCE ALPES COTE D AZUR
872;451740161;ASSOC. GESTION RESEAU CLIMATOLOGIQUE 89;Associations;89000;SAINT-GEORGES-SUR-BAULCHE;89;YONNE;BOURGOGNE FRANCHE COMTE
873;484283890;LE SECOND EVEIL;Associations;69600;OULLINS;69;RHONE;AUVERGNE RHONE ALPES
874;498495043;MELTINGWORLDS;Associations;13005;MARSEILLE 5;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
875;500085618;VILLEURBANNE A TOUT COEUR;Associations;69100;VILLEURBANNE;69;RHONE;AUVERGNE RHONE ALPES
876;514788470;LA TROUPE ARCANE;Associations;26600;EROME;26;DROME;AUVERGNE RHONE ALPES
877;527772974;SOUVENIRS ET PATRIMOINE DU MINEUR;Associations;63700;SAINT-ELOY-LES-MINES;63;PUY DE DOME;AUVERGNE RHONE ALPES
878;752945253;DES PROFESSIONNELS DE SANTE DES GLACIS;Associations;90380;ROPPE;90;TERRITOIRE DE BELFORT;BOURGOGNE FRANCHE COMTE
879;779501758;MAISON FAMILIALE RURALE D'EDUCATION ET D'ORIENTATION DE COUBLEVIE;Associations;38500;COUBLEVIE;38;ISERE;AUVERGNE RHONE ALPES
880;800301202;ASSOCIATION DES JEUNES DE ROQUEVAIRE;Associations;13360;ROQUEVAIRE;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
881;306317181;ASSOCIATION SPORTIVE PUSEY;Associations;70000;PUSEY;70;HAUTE SAONE;BOURGOGNE FRANCHE COMTE
882;330705724;A.D.M.R LES PETITES CANAILLES;Associations;26320;SAINT-MARCEL-LES-VALENCE;26;DROME;AUVERGNE RHONE ALPES
883;384380242;ASSOCIATION ECOLO'S COOL;Associations;13430;EYGUIERES;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
884;401425509;AUXERROISE ET SENONAISE DEFENSE CONSOMM.;Associations;89000;AUXERRE;89;YONNE;BOURGOGNE FRANCHE COMTE
885;419084876;ASS MOUTARDE DE BOURGOGNE;Associations;21200;BEAUNE;21;COTE D OR;BOURGOGNE FRANCHE COMTE
886;438349276;ASSOC VIEUX CRAMPOS DE COURTHEZON;Associations;84350;COURTHEZON;84;VAUCLUSE;PROVENCE ALPES COTE D AZUR
887;441708864;ENTREPRISE DES SAVOIES;Associations;73410;ENTRELACS;73;SAVOIE;AUVERGNE RHONE ALPES
888;451740229;ASSOCIATION DES AMIS DE LA CHAPELLE;Associations;89190;SAINT-MAURICE-AUX-RICHES-HOMMES;89;YONNE;BOURGOGNE FRANCHE COMTE
889;484284450;SPORTS ET LOISIRS VITAMINES;Associations;38090;VAULX-MILIEU;38;ISERE;AUVERGNE RHONE ALPES
890;498495506;LA DOMICILE ATTITUDE;Associations;38100;GRENOBLE;38;ISERE;AUVERGNE RHONE ALPES
891;500085964;COMITE OEUVRES SOCIALES PERSONNEL CENTRE GESTION FONCTION PUBLIQUE TERRITORIALE RHONE;Associations;69005;LYON 5EME;69;RHONE;AUVERGNE RHONE ALPES
892;514789106;LES CAFEMINISTES DE LA NOUVELLE EDUCATION POPULAIRE;Associations;26300;BOURG-DE-PEAGE;26;DROME;AUVERGNE RHONE ALPES
893;527774038;RENCONTRES AUXERROISES DU DEVELOPPEMENT DURABLE;Associations;89000;AUXERRE;89;YONNE;BOURGOGNE FRANCHE COMTE
894;752948778;ENSEMBLE MERYEM KOUFI;Associations;13200;ARLES;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
895;779502640;ORGANIS GESTION ECOLE CATHOLIQUE CREMIEU;Associations;38460;CREMIEU;38;ISERE;AUVERGNE RHONE ALPES
896;800301236;EN VIE;Associations;38700;CORENC;38;ISERE;AUVERGNE RHONE ALPES
897;306317645;ASSOCIATION ASVEL RUGBY;Associations;69100;VILLEURBANNE;69;RHONE;AUVERGNE RHONE ALPES
898;330714684;SYNDICAT D INITIATIVE;Associations;83520;ROQUEBRUNE-SUR-ARGENS;83;VAR;PROVENCE ALPES COTE D AZUR
899;384382545;PONT DU MONDE;Associations;13003;MARSEILLE 3;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
900;401426010;LA COMPAGNIE DU VOYAGE;Associations;13008;MARSEILLE 8;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
901;419086350;ETUDIANTS ETRANGERS A GRENOBLE;Associations;38400;SAINT MARTIN D'HERES;38;ISERE;AUVERGNE RHONE ALPES
902;438349482;LA CANNE TRANSIANNE;Associations;83720;TRANS-EN-PROVENCE;83;VAR;PROVENCE ALPES COTE D AZUR
903;441711249;LES FLEURETISTES;Associations;43500;CHOMELIX;43;HAUTE LOIRE;AUVERGNE RHONE ALPES
904;451740542;LA SPINOLIENNE;Associations;89700;EPINEUIL;89;YONNE;BOURGOGNE FRANCHE COMTE
905;484285507;CLUB DES SENIORS BAL A JULES;Associations;13350;CHARLEVAL;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
906;498495605;KYS COMPAGNIE;Associations;83830;FIGANIERES;83;VAR;PROVENCE ALPES COTE D AZUR
907;500086038;APEX;Associations;84100;ORANGE;84;VAUCLUSE;PROVENCE ALPES COTE D AZUR
908;514789403;FEDERATION NATIONALE DES DEPORTES ET INTERNES RESISTANTS ET PATRIOTES SECTION DE CHALON-SUR-SAONE;Associations;71100;CHALON-SUR-SAONE;71;SAONE ET LOIRE;BOURGOGNE FRANCHE COMTE
909;527774319;L'AMICALE DE L'ECOLE DE MUSIQUE DU MIGENNOIS;Associations;89400;MIGENNES;89;YONNE;BOURGOGNE FRANCHE COMTE
910;752956516;ASSOCIATION SCOLAIRE LES TROIS BLANCHEURS;Associations;73000;CHAMBERY;73;SAVOIE;AUVERGNE RHONE ALPES
911;779503234;CIFODEL;Associations;38100;GRENOBLE;38;ISERE;AUVERGNE RHONE ALPES
912;800301376;FOYER SOCIO EDUCATIF COLLEGE LOUIS ARAGON CHATENOY LE ROYAL;Associations;71880;CHATENOY-LE-ROYAL;71;SAONE ET LOIRE;BOURGOGNE FRANCHE COMTE
913;306329582;COMITE FETES SAINT JEAN DE SIX;Associations;74450;SAINT-JEAN-DE-SIXT;74;HAUTE SAVOIE;AUVERGNE RHONE ALPES
914;330725953;CUMA A NIULINCA;Coop‚ratives;20224;CALACUCCIA;2B;HAUTE CORSE;CORSE
915;384382602;R VALLEE;Associations;13011;MARSEILLE 11;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
916;401426499;MAISON TRADITIONS AGRICOLES ARTISANALES;Associations;89200;AVALLON;89;YONNE;BOURGOGNE FRANCHE COMTE
917;419088745;AERO CLUB BASTIA SAINT EXUPERY;Associations;20290;LUCCIANA;2B;HAUTE CORSE;CORSE
918;438350001;ATLAS AVENTURE;Associations;63100;CLERMONT-FERRAND;63;PUY DE DOME;AUVERGNE RHONE ALPES
919;441711892;LES AMIS DE DAVID BROCH;Associations;71850;CHARNAY-LES-MACON;71;SAONE ET LOIRE;BOURGOGNE FRANCHE COMTE
920;451740625;LA  GIDOUILLE;Associations;89800;CHABLIS;89;YONNE;BOURGOGNE FRANCHE COMTE
921;484285705;JALMALV FOREZ;Associations;42110;FEURS;42;LOIRE;AUVERGNE RHONE ALPES
922;498496173;LE KAT'7 MACON;Associations;71000;MACON;71;SAONE ET LOIRE;BOURGOGNE FRANCHE COMTE
923;500086335;GROUPE DES RANDONNEURS MERIDIONAUX;Associations;13090;AIX-EN-PROVENCE;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
924;514789601;REVE D ACCORDEON;Associations;73470;GERBAIX;73;SAVOIE;AUVERGNE RHONE ALPES
925;527775977;ASSOCIATION COMMERCANTS ARTISANTS PROFESSIONS LIBEARALES ST JUST AVENIR;Associations;13013;MARSEILLE 13;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
926;752956797;NOUVEL HORIZON;Associations;69120;VAULX-EN-VELIN;69;RHONE;AUVERGNE RHONE ALPES
927;779503952;ASSOC PARENTS ELEVES CANTINE;Associations;38110;DOLOMIEU;38;ISERE;AUVERGNE RHONE ALPES
928;800301434;SOU DES ECOLES DE LA MOTTE SAINT MARTIN;Associations;38770;LA MOTTE-SAINT-MARTIN;38;ISERE;AUVERGNE RHONE ALPES
929;306330010;LE ROSE THE;Coop‚ratives;13300;SALON-DE-PROVENCE;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
930;330726993;CUMA DE SORTIPIANI;Coop‚ratives;20251;ALTIANI;2B;HAUTE CORSE;CORSE
931;384383790;OFFICE TOURISME INTERCOM PAYS D'ALBENS;Associations;73410;ENTRELACS;73;SAVOIE;AUVERGNE RHONE ALPES
932;401426556;LES AMIS DE LA FRATERNITE;Associations;89660;MAILLY-LE-CHATEAU;89;YONNE;BOURGOGNE FRANCHE COMTE
933;419089446;CHORALE DE SEYSSUEL;Associations;38200;SEYSSUEL;38;ISERE;AUVERGNE RHONE ALPES
934;438350555;PIAF ACCUEIL;Associations;84100;ORANGE;84;VAUCLUSE;PROVENCE ALPES COTE D AZUR
935;441712460;MOTO CLUB ST PAUL MOTO VERTE;Associations;26130;SAINT-PAUL-TROIS-CHATEAUX;26;DROME;AUVERGNE RHONE ALPES
936;451740708;MUSIQUE EN OTHE;Associations;89320;CERISIERS;89;YONNE;BOURGOGNE FRANCHE COMTE
937;484285713;FEDERATION DES CLUBS AINES RURAUX;Associations;74000;ANNECY;74;HAUTE SAVOIE;AUVERGNE RHONE ALPES
938;498496629;CHOCOLATERIE LUBERONNAISE;Coop‚ratives;84120;PERTUIS;84;VAUCLUSE;PROVENCE ALPES COTE D AZUR
939;500086558;DEVOUEMENT UNIVERSEL;Associations;13013;MARSEILLE 13;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
940;514789783;ECOLE DE LA DEUXIEME CHANCE RHONE LYON METROPOLE;Associations;69007;LYON 7EME;69;RHONE;AUVERGNE RHONE ALPES
941;527776306;SKIPOT;Associations;84120;PERTUIS;84;VAUCLUSE;PROVENCE ALPES COTE D AZUR
942;752957035;FAIRE26;Associations;26000;VALENCE;26;DROME;AUVERGNE RHONE ALPES
943;779504810;GR RELIGIEUSES FILLES DE MARIE;Associations;38000;GRENOBLE;38;ISERE;AUVERGNE RHONE ALPES
944;800301517;ROTARY-CLUB LYON PART DIEU;Associations;69003;LYON 3EME;69;RHONE;AUVERGNE RHONE ALPES
945;306330929;ANCIENS COMBAT NOIDANS LE FERR;Associations;70130;NOIDANS-LE-FERROUX;70;HAUTE SAONE;BOURGOGNE FRANCHE COMTE
946;330740994;CUMA DE L ETANG;Coop‚ratives;15500;SAINT-MARY-LE-PLAIN;15;CANTAL;AUVERGNE RHONE ALPES
947;384388708;CUMA DES CATIVES;Coop‚ratives;63360;SAINT-BEAUZIRE;63;PUY DE DOME;AUVERGNE RHONE ALPES
948;401428156;TRIANGLE FRANCE - ASTERIDES;Associations;13003;MARSEILLE 3;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
949;419093018;AMICALE DE COUILLY LES BERTRANDS;Associations;89110;LA FERTE-LOUPIERE;89;YONNE;BOURGOGNE FRANCHE COMTE
950;438350746;ASS TRIAL CLUB ENTRECASTEAUX;Associations;83570;ENTRECASTEAUX;83;VAR;PROVENCE ALPES COTE D AZUR
951;441712486;ASSOCIATION EUROPEENNE DES SPORTS BOURGOGNE-FRANCHE-COMTE;Associations;21000;DIJON;21;COTE D OR;BOURGOGNE FRANCHE COMTE
952;451740799;LES PETITES CROIX DE VILLENEUVE;Associations;89500;VILLENEUVE-SUR-YONNE;89;YONNE;BOURGOGNE FRANCHE COMTE
953;484286083;NOEROCK;Associations;69390;MILLERY;69;RHONE;AUVERGNE RHONE ALPES
954;498496769;AREA GIRAGLIA;Associations;13200;ARLES;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
955;500087127;POLE ASSOCIATIF PACA ILE DE FRANCE PAPIL;Associations;13006;MARSEILLE 6;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
956;514789932;ROCK'N'ROSIE;Associations;71570;CHANES;71;SAONE ET LOIRE;BOURGOGNE FRANCHE COMTE
957;527776637;COMMITE DU PERSONNEL DE LA COMMUNAUTE D'AGGLOMERATION DRACENOISE (COMCAD);Associations;83300;DRAGUIGNAN;83;VAR;PROVENCE ALPES COTE D AZUR
958;752957738;COMITE DES FETES DE GREZIEU LE MARCHE;Associations;69610;GREZIEU-LE-MARCHE;69;RHONE;AUVERGNE RHONE ALPES
959;779504877;UNION SPORTIVE DOMENOISE;Associations;38420;DOMENE;38;ISERE;AUVERGNE RHONE ALPES
960;800301640;SPORTS LOISIRS DETENTE;Associations;71880;CHATENOY-LE-ROYAL;71;SAONE ET LOIRE;BOURGOGNE FRANCHE COMTE
961;306332016;ASS COM DE CHASSE DE NOIDANS LE FERROUX;Associations;70130;NOIDANS-LE-FERROUX;70;HAUTE SAONE;BOURGOGNE FRANCHE COMTE
962;330742289;MARCYNEMA;Associations;71110;MARCIGNY;71;SAONE ET LOIRE;BOURGOGNE FRANCHE COMTE
963;384389987;ASS PARENTALITE PETITE ENFANCE;Associations;84000;AVIGNON;84;VAUCLUSE;PROVENCE ALPES COTE D AZUR
964;401428354;L 'ART DE VIVRE;Associations;13003;MARSEILLE 3;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
965;419095930;ASS SCIENTIFIQUES MAROCAINS EN EUROPE;Associations;63360;SAINT-BEAUZIRE;63;PUY DE DOME;AUVERGNE RHONE ALPES
966;438351157;AS SPORTIVE CULTURELLE LOISIRS ANTILLAIS;Associations;69120;VAULX-EN-VELIN;69;RHONE;AUVERGNE RHONE ALPES
967;441715059;"MIROIR ""OH"" CULTURES";Associations;42100;SAINT-ETIENNE;42;LOIRE;AUVERGNE RHONE ALPES
968;451742076;JARDINS OUVRIERS FAMILIAUX DE PROVENCE;Associations;13015;MARSEILLE 15;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
969;484286919;FOOTBALL CLUB DU FRANC LYONNAIS;Associations;69270;CAILLOUX-SUR-FONTAINES;69;RHONE;AUVERGNE RHONE ALPES
970;498497452;BOULE DU 38 LA VISTE;Associations;13015;MARSEILLE 15;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
971;500087333;TERRE DE MISSION;Associations;13420;GEMENOS;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
972;514790286;LES INSOLITES;Associations;71000;MACON;71;SAONE ET LOIRE;BOURGOGNE FRANCHE COMTE
973;527776934;ANTHRAUTRES;Associations;69004;LYON 4EME;69;RHONE;AUVERGNE RHONE ALPES
974;752957969;ASSOCIATION SPORTIVE ET SCOLAIRE AIX FOOTBALL CLUB - GARIBALDI;Associations;73100;AIX-LES-BAINS;73;SAVOIE;AUVERGNE RHONE ALPES
975;779504893;LA PETANQUE DOMENOISE;Associations;38420;DOMENE;38;ISERE;AUVERGNE RHONE ALPES
976;800301665;ASSOCIATION DES PARENTS D'ELEVES DE L'ENSEIGNEMENT PUBLIC PEEP DU LYCEE DE NEUVILLE SUR SAONE;Associations;69100;VILLEURBANNE;69;RHONE;AUVERGNE RHONE ALPES
977;306349440;ASS COMMERCANTS GR RUE PIETONN;Associations;25000;BESANCON;25;DOUBS;BOURGOGNE FRANCHE COMTE
978;330752106;AMIS DE ST BARNARD CALVAIREDES RECOLLET;Associations;26100;ROMANS-SUR-ISERE;26;DROME;AUVERGNE RHONE ALPES
979;384391538;ASSOC RADIO LUMIERE;Associations;84000;AVIGNON;84;VAUCLUSE;PROVENCE ALPES COTE D AZUR
980;401428420;ASSOCIATION JOURNAL CONTACT;Associations;26170;BUIS-LES-BARONNIES;26;DROME;AUVERGNE RHONE ALPES
981;419096375;LA COMPAGNIE DES TROIS PETITS POINTS;Associations;69003;LYON 3EME;69;RHONE;AUVERGNE RHONE ALPES
982;438354169;LA GAULOISE DE VAISE;Associations;69009;LYON 9EME;69;RHONE;AUVERGNE RHONE ALPES
983;441715216;COMITE CITEES UNIES DE PLAN DE CUQUES;Associations;13380;PLAN-DE-CUQUES;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
984;451744957;FORME AND FORCE;Associations;13300;SALON-DE-PROVENCE;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
985;484288154;BASKET CLUB COURSONNAIS;Associations;89560;COURSON-LES-CARRIERES;89;YONNE;BOURGOGNE FRANCHE COMTE
986;498497502;COMITE DE JUMELAGE DE BONNENCONTRE;Associations;21250;BONNENCONTRE;21;COTE D OR;BOURGOGNE FRANCHE COMTE
987;500087473;COSTA NOSTRA;Associations;13001;MARSEILLE 1;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
988;514793470;A L'UNISSON;Associations;83210;LA FARLEDE;83;VAR;PROVENCE ALPES COTE D AZUR
989;527777213;ASSOCIATION VENELLOISE POUR LE DON BENEVOLE DU SANG;Associations;13770;VENELLES;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
990;752957977;LES ENFANTS DE LA SEILLE;Associations;71500;SAINT-USUGE;71;SAONE ET LOIRE;BOURGOGNE FRANCHE COMTE
991;779504901;ASSOCIATION SKI CLUB;Associations;38420;DOMENE;38;ISERE;AUVERGNE RHONE ALPES
992;800301681;L AUTR-Y-COURT;Associations;21570;AUTRICOURT;21;COTE D OR;BOURGOGNE FRANCHE COMTE
993;306349770;ASS LOCALE ADMR VARENNES LES MACON;Associations;71000;VARENNES-LES-MACON;71;SAONE ET LOIRE;BOURGOGNE FRANCHE COMTE
994;330752114;UNION FEDERALE DES ANCIENS COMBATTANTS;Associations;26100;ROMANS-SUR-ISERE;26;DROME;AUVERGNE RHONE ALPES
995;384394136;BOXELAND CLUB ISLOIS;Associations;84800;L'ISLE-SUR-LA-SORGUE;84;VAUCLUSE;PROVENCE ALPES COTE D AZUR
996;401429246;ASS POUR INSERTION PAR L ECONOMIE;Associations;13001;MARSEILLE 1;13;BOUCHES DU RHONE;PROVENCE ALPES COTE D AZUR
997;419097019;ASSOCIATION PROMOTS;Associations;38240;MEYLAN;38;ISERE;AUVERGNE RHONE ALPES
